iteration,name,true,pred
1,29978b3abc8852e9828bb05acaa293b8-79-6.jpg,1,0
1,3df537be9d65bf66577185cedfbc66c9-295-0.jpg,0,1
1,e1c293f874ba7ab0f931d34d509f0603-93-0.jpg,0,1
1,fae223a214a20df143018ad35f1fc6b2-99-2.jpg,1,0
1,f56a43c9745e3a1ab30ad4ebb5bfa12b-270-1.jpg,1,0
1,cc0c48e0b54fb51cc2aec9c6557b2618-79-1.jpg,1,0
1,3675c60acc3858358c5d8c65700721b9-126-0.jpg,0,1
1,1a27532deaeafbe1ba68271f6d421fb2-312-1.jpg,1,0
1,6d3d07a790225a39e6e907231719febf-99-3.jpg,1,0
1,0a16a17826b14e7b3796f0dcec60b817-288-0.jpg,0,1
1,dc3636eb13da095e9f9bac92d6e6b286-295-0.jpg,0,1
1,43191236f6725e80c464e05801068bd7-293-1.jpg,1,0
1,b763e05c3cc853836c187ca62a36280a-102-0.jpg,0,1
1,96709d8179f9a0d22a1e8ec49b0dea89-147-0.jpg,0,1
1,8e5f221988e621599a66b4295d11cd96-293-1.jpg,1,0
1,8b16a5cf9183047b4b43c4806503eb68-245-0.jpg,0,1
1,1e531b10ac991caf16bf7b9e29d4438c-103-1.jpg,1,0
1,6184f7b4663b64f2756c1b5ff4a4ffa6-186-0.jpg,0,1
1,3fe801103cfc8e86b069f9081ee5af1a-103-1.jpg,1,0
1,b468a797efd43f4990db02a7f978a6eb-246-0.jpg,0,1
1,b68b2344f6a5c7bf2353ea63dee4791e-102-0.jpg,0,1
1,b393e6b86ed4f6cb542df41fe298b5e0-98-1.jpg,1,0
1,27381a0d17788d54dea69ac15a7f1601-241-1.jpg,1,0
2,286a2f343b79c6c6c58a46deabd3162e-71-0.jpg,0,1
2,425f962edaf6abb9fd1ec7f988ee77b0-171-0.jpg,0,1
2,7c689131cd8b4692c18e38a35ebfe5bc-124-1.jpg,1,0
2,29978b3abc8852e9828bb05acaa293b8-79-6.jpg,1,0
2,7c09b8e55c2f67a1feb91c6b5b6c25ec-126-1.jpg,1,0
2,fae223a214a20df143018ad35f1fc6b2-99-2.jpg,1,0
2,f56a43c9745e3a1ab30ad4ebb5bfa12b-270-1.jpg,1,0
2,cc0c48e0b54fb51cc2aec9c6557b2618-79-1.jpg,1,0
2,3675c60acc3858358c5d8c65700721b9-126-0.jpg,0,1
2,1a27532deaeafbe1ba68271f6d421fb2-312-1.jpg,1,0
2,6d3d07a790225a39e6e907231719febf-99-3.jpg,1,0
2,0a16a17826b14e7b3796f0dcec60b817-288-0.jpg,0,1
2,43191236f6725e80c464e05801068bd7-293-1.jpg,1,0
2,b763e05c3cc853836c187ca62a36280a-102-0.jpg,0,1
2,d6a152be6479c1722ddc1cbdb8e8f34a-124-0.jpg,0,1
2,2cd23baa83cee2536d6e928dbc7810e5-192-0.jpg,0,1
2,8e5f221988e621599a66b4295d11cd96-293-1.jpg,1,0
2,1e531b10ac991caf16bf7b9e29d4438c-103-1.jpg,1,0
2,6184f7b4663b64f2756c1b5ff4a4ffa6-186-0.jpg,0,1
2,3fe801103cfc8e86b069f9081ee5af1a-103-1.jpg,1,0
2,b468a797efd43f4990db02a7f978a6eb-246-0.jpg,0,1
2,b011a5b444985c14c1abb9ad5f063257-168-0.jpg,0,1
2,503cb636a3d2bafd275efd7c4ffc9dc5-209-0.jpg,0,1
2,bfea933997954da100565d5928d0a286-124-1.jpg,1,0
2,b68b2344f6a5c7bf2353ea63dee4791e-102-0.jpg,0,1
2,7b1f52fe2e51d265c4da51a752c52b16-271-0.jpg,0,1
2,d0bae008ee265b680c87088e7e99f5cc-171-0.jpg,0,1
2,b393e6b86ed4f6cb542df41fe298b5e0-98-1.jpg,1,0
2,27381a0d17788d54dea69ac15a7f1601-241-1.jpg,1,0
3,75944bb595c8a182d48d7fc737df7b96-194-0.jpg,0,1
3,bc9e35905870076c8c96a22c69814e19-149-0.jpg,0,1
3,286a2f343b79c6c6c58a46deabd3162e-71-0.jpg,0,1
3,19f36de3266baa43faf5c60b30c81ad6-121-0.jpg,0,1
3,7c689131cd8b4692c18e38a35ebfe5bc-124-1.jpg,1,0
3,18ab664b4c99725fd540c0663fbac703-102-0.jpg,0,1
3,1e59a14c7d0ce14ccec4ec1cf78648a9-95-0.jpg,0,1
3,5f36b18298cd6fd2d6be1386353f6e4e-100-0.jpg,0,1
3,747b4090fd126d66c01184e3b859f3a1-241-0.jpg,0,1
3,fae223a214a20df143018ad35f1fc6b2-99-2.jpg,1,0
3,f56a43c9745e3a1ab30ad4ebb5bfa12b-270-1.jpg,1,0
3,c3870d973059794ac25b7f8973e4f3d2-170-0.jpg,0,1
3,cc0c48e0b54fb51cc2aec9c6557b2618-79-1.jpg,1,0
3,1f59b12d6512d2e6272de12e24b00551-102-0.jpg,0,1
3,1a27532deaeafbe1ba68271f6d421fb2-312-1.jpg,1,0
3,0a16a17826b14e7b3796f0dcec60b817-288-0.jpg,0,1
3,4d1b3544f9e4c8bafb83abf922b9b8e9-96-0.jpg,0,1
3,d28f5d71ebf2b49191cb7c6380ffd802-217-0.jpg,0,1
3,43191236f6725e80c464e05801068bd7-293-1.jpg,1,0
3,8fdc3cf60488517646a09706290c26b1-126-0.jpg,0,1
3,8a6607b03f8978094ad04e851aa9d109-69-0.jpg,0,1
3,357dd029a1afb30df817fa6b9a2ee0f9-220-1.jpg,1,0
3,92aa636c1e04a6c2d35c81f7ccbaf574-126-0.jpg,0,1
3,b1a7694d8f72ff0f830665114858f3ee-270-0.jpg,0,1
3,2cd23baa83cee2536d6e928dbc7810e5-192-0.jpg,0,1
3,8e5f221988e621599a66b4295d11cd96-293-1.jpg,1,0
3,21fa964bcd671833522bc0015d8e18b9-69-0.jpg,0,1
3,5e6a0616f6dfc1a78a6ef934bc2bea89-630-0.jpg,0,1
3,f114222337221702d81836f4c9aa0571-102-0.jpg,0,1
3,1e531b10ac991caf16bf7b9e29d4438c-103-1.jpg,1,0
3,469ca65e56771ac9c3237c71da20440b-175-0.jpg,0,1
3,947fd06cf23ddd3a2db4157ff2d33ede-79-0.jpg,0,1
3,3fe801103cfc8e86b069f9081ee5af1a-103-1.jpg,1,0
3,a5f012ed3aa300d6accd989d70c8ada5-103-1.jpg,1,0
3,b011a5b444985c14c1abb9ad5f063257-168-0.jpg,0,1
3,503cb636a3d2bafd275efd7c4ffc9dc5-209-0.jpg,0,1
3,fe805b6337e128cdfb999d0f48b3e862-144-0.jpg,0,1
3,92acfa34321278db2f5b2ab6537f71cf-72-0.jpg,0,1
3,b68b2344f6a5c7bf2353ea63dee4791e-102-0.jpg,0,1
3,d0bae008ee265b680c87088e7e99f5cc-171-0.jpg,0,1
3,b393e6b86ed4f6cb542df41fe298b5e0-98-1.jpg,1,0
3,199fcfc0b655e4c7f340a8f92fd20f37-95-0.jpg,0,1
4,7c689131cd8b4692c18e38a35ebfe5bc-124-1.jpg,1,0
4,91a8a962e8362e95c706fd0d2ad700c9-269-1.jpg,1,0
4,29978b3abc8852e9828bb05acaa293b8-79-6.jpg,1,0
4,7c09b8e55c2f67a1feb91c6b5b6c25ec-126-1.jpg,1,0
4,e1c293f874ba7ab0f931d34d509f0603-93-0.jpg,0,1
4,fae223a214a20df143018ad35f1fc6b2-99-2.jpg,1,0
4,f56a43c9745e3a1ab30ad4ebb5bfa12b-270-1.jpg,1,0
4,cc0c48e0b54fb51cc2aec9c6557b2618-79-1.jpg,1,0
4,40da692740287cda86047f545d5a4883-290-0.jpg,0,1
4,3675c60acc3858358c5d8c65700721b9-126-0.jpg,0,1
4,1a27532deaeafbe1ba68271f6d421fb2-312-1.jpg,1,0
4,0a16a17826b14e7b3796f0dcec60b817-288-0.jpg,0,1
4,dc3636eb13da095e9f9bac92d6e6b286-295-0.jpg,0,1
4,43191236f6725e80c464e05801068bd7-293-1.jpg,1,0
4,b763e05c3cc853836c187ca62a36280a-102-0.jpg,0,1
4,55aa54959731c2eaea7ef2887a8082aa-270-0.jpg,0,1
4,8e5f221988e621599a66b4295d11cd96-79-1.jpg,1,0
4,f2253502455c22f08520a7953208be84-103-0.jpg,0,1
4,8e5f221988e621599a66b4295d11cd96-293-1.jpg,1,0
4,1e531b10ac991caf16bf7b9e29d4438c-103-1.jpg,1,0
4,cbc3eac28f20002ebfa8db8b8cec5a6d-378-0.jpg,0,1
4,6184f7b4663b64f2756c1b5ff4a4ffa6-186-0.jpg,0,1
4,3fe801103cfc8e86b069f9081ee5af1a-103-1.jpg,1,0
4,a5f012ed3aa300d6accd989d70c8ada5-103-1.jpg,1,0
4,57a2d8b1a44e5752e85f9fb403db767f-127-0.jpg,0,1
4,b468a797efd43f4990db02a7f978a6eb-246-0.jpg,0,1
4,57a2d8b1a44e5752e85f9fb403db767f-217-0.jpg,0,1
4,bfea933997954da100565d5928d0a286-124-1.jpg,1,0
4,b68b2344f6a5c7bf2353ea63dee4791e-102-0.jpg,0,1
4,b393e6b86ed4f6cb542df41fe298b5e0-98-1.jpg,1,0
4,ec1f74bbdb9ef1f609de3b8661abf98e-235-0.jpg,0,1
