iteration	name	true	pred
0	7ebec33ca542cb274b0f8dba0516a021-194-0.jpg	0	1
0	805cb15bc602ac2fc00f18ee2a1269de-193-0.jpg	0	1
0	9c6a1369a4bf88502c340c0298865156-265-0.jpg	0	1
0	2faca033f9dff7947d7bd1c979d3e921-270-0.jpg	0	1
0	774b69cd38861a86cb0c488b8237380c-163-0.jpg	0	1
0	fc1f57de16fa855360305561b372f188-271-0.jpg	0	1
0	37d62c30feb427c251bc8d4446f7ab53-192-0.jpg	0	1
0	814592c929f0ea8e3c62714bf1f19c1e-195-0.jpg	0	1
0	8e262df1814ee8f39c4627c0147874cf-216-0.jpg	0	1
0	bb3bc7f9154b1892e4df888ae4035054-72-0.jpg	0	1
0	a7cbdfc56c94a09bac0001de14cf0747-193-0.jpg	0	1
0	b134925413fc89e8b692ff975943b68a-102-0.jpg	0	1
0	a74978599ae80bad56f8c6049662f3db-73-0.jpg	0	1
0	393a1574ee2b4453cc80dd12be49ee01-93-0.jpg	0	1
0	ca8582fab6f16db032e016c63e31e4db-282-0.jpg	0	1
0	4728ce5d95ffa0979617d91bbff2dd3d-67-0.jpg	0	1
0	4750f73ba60f7a66437834e1fe28e351-194-0.jpg	0	1
0	5a12785a9e6b308547cd07f4f7937bd2-272-0.jpg	0	1
0	2f4ae7cb74ed8fbc420c0c09c32cd375-169-0.jpg	0	1
0	cf5b7b3d8efc772c5b84ff162ab86aad-197-0.jpg	0	1
0	552dbfccb35ba3449acd08a9f0b08bad-124-0.jpg	0	1
0	3c5d68b92a9ac37790751bc11fc4c939-293-0.jpg	0	1
0	8b9de0631c09ce0918ff02112c48d784-122-0.jpg	0	1
0	df36c5f6b8bd69bea3b3eebee5b8dab5-99-1.jpg	1	0
0	63fbc331ec784f8961f937f6f4cf1aa8-66-0.jpg	0	1
0	f8faf13e52fb57ba4ffd16b72f46e6c3-213-0.jpg	0	1
0	a787eccc21fa15d932ae59bb148e3375-265-0.jpg	0	1
0	e1e255a098676566bcf53d208070d580-268-0.jpg	0	1
0	132a2a5598ac3526040e07213f970da9-214-0.jpg	0	1
0	9b01989a8868c7860c2ff4b00b33ad37-296-0.jpg	0	1
0	7b3ce6a84f944e1d985d3e73c05047ef-265-0.jpg	0	1
0	5bbc0b5a2d20a5a89eb49c5603f0c5ea-171-0.jpg	0	1
0	dd3f806bce9b2416f782380942455791-69-0.jpg	0	1
